
accuracy,day_accuracy,rmse_home,mae_home,rmse_away,mae_away,neg_log_likelihood,brier_score,rps,engine,variant,seed
0.3333333333333333,0.3333333333333333,919.3073735590935,150.65155555555555,921.4464228117304,176.11455555555554,1.1316284779699215,0.47450305555555555,0.631806611111111,pymc,toto,42
