
accuracy,day_accuracy,rmse_home,mae_home,rmse_away,mae_away,neg_log_likelihood,brier_score,rps,engine,variant,seed
0.7777777777777778,0.7777777777777778,2.128120050194214,1.6127222222222222,2.0792255792747523,1.5276666666666665,0.9408583075653046,0.3650082777777778,0.49916522222222226,pymc,simple,42
