
accuracy,day_accuracy,rmse_home,mae_home,rmse_away,mae_away,neg_log_likelihood,brier_score,rps,engine,variant,seed
0.5555555555555556,0.5555555555555556,878.8272303892937,106.48341111111111,524.291936456634,81.6372777777778,0.9725011611275716,0.37256965333333336,0.4900882933333334,pyro,simple,42
